id,nama_tempat,kategori,kota,alamat,deskripsi,lat,long
421,Lontong Balap Pak Gendut,Kuliner,Surabaya,"Jl. Embong Malang No.38, Genteng, Kec. Genteng, Surabaya, Jawa Timur 60275","Lontong Balap merupakan salah satu kuliner yang sudah cukup legendaris di Kota Surabaya. Salah satu penjual lontong balap yang sudah cukup melegenda yaitu Lontong Balap Pak Gendut. Kuliner ini sudah ada sejak 1958. Lontong balap isinya lontong, ditambah tauge, irisan tahu goreng, lentho serta taburan bawang goreng. Pelengkapnya ada sate kerang. Resep warisan itu yang membuat kuliner legendaris ini menjadi favorit warga Kota Surabaya membuat wisatawan yang sedang berada di Kota Pahlawan ini dapat mencoba salah satu kuliner ini. Kedai makanan ini berlokasi di Jalan Embong Malang Nomor 38, Genteng Surabaya dan lontong balap Pak Gendut ini buka mulai pukul 09.00 WIB hingga 23.00 WIB.",-7.2598300,112.7368520
422,Lontong Balap Pak Tjip,Kuliner,Surabaya,"Jl. Gubeng Kertajaya XV, RT.004/RW.06, Airlangga, Kec. Gubeng, Surabaya, Jawa Timur 60286","Lontong Balap adalah salah satu makanan khas Kota Surabaya Jawa Timur dengan isian lontong, toge, tahu dan kadang juga ditambah ceker Ayam. Perpaduan bumbu petis dengan bawang putih yang diulek serta kuah yang medok membuat makanan legendaris ini selalu diburu. Di Surabaya ada Warung Tombo Luwe Pak Tjip yang telah menjual lontong balap sejak tahun 1987. Sejarah nama lonton balap ini yaitu dahulu penjual makanan yang berisi lontong ini memakai wadah serupa gentong yang dipikul. Supaya tak ketinggalan pembeli, para penjual ini memikul dagangannya dengan setengah berlari hingga terlihat seolah saling balapan. Hal itulah yang akhirnya melekat pada makanan ini dan melahirkan nama lontong balap. Selayaknya warung pinggir jalan, warung Pak Tjip punya meja dan tempat duduk yang luas. Selain itu juga ada live music campur sari yang bikin pengunjung bernostalgia dengan lagu-lagu tempo dulu. Selain lontong balap, Pak Tjip juga menjual sate kerang tanpa tusuk yang makin nikmat jika dimakan dengan kuah lontong balap.",-7.2778543,112.7615400
423,Loop Graha Famili,Kuliner,Surabaya,"Jl. Mayjend. Jonosewojo, Pradahkalikendal, Kec. Dukuhpakis, Surabaya, Jawa Timur 60227","Loop Graha Family seluas + 8.300 m2 terdiri atas 20 stand dengan sajian aneka menu makanan jenis western, middle east, chinese food, hingga menu tradisional Indonesia. Berdiri mulai tahun 2009, Loop menjadi tempat menarik untuk dikunjungi oleh wisatawan yang menginginkan wisata kuliner dengan berbagai macam menu makanan di satu tempat.",-7.2929560,112.6762650
424,Makan Kitchen,Kuliner,Surabaya,"Jl. Tunjungan No.12, Genteng, Kec. Genteng, Surabaya, Jawa Timur 60275","Restoran yang beralamat di Jalan Tunjungan Nomor 12, Genteng, Kota Surabaya ini sering dipandang sebagai tempat makan open kitchen yang menawarkan layanan baik. Para pelayan di sini sangat profesional dan responsif terhadap para pengunjungnya. Jadi Anda akan merasa seperti raja saat makan di sini. Walaupun di tengah masa pandemi, service di sini tetap bagus. Pemberlakuan tindakan prokes juga ketat. Jadi Anda tidak perlu takut untuk dine-in di sini. Dijamin tempatnya higienis dan renggang jadi Anda tidak akan kontak dengan tamu – tamu lain. Soal makanan, menu di sini ada banyak. Mulai dari hidangan Chinese, Indonesia dan ala Barat tersedia. Untuk rekomendasi, Anda wajib pesan Bebek Peking. Pilihan makanan penutup dan minuman tidak kalah banyak dan pasti memuaskan selera.",-7.256923,112.736533
425,Nasi Goreng Pak Kumis,Kuliner,Surabaya,"Jl. Taman Apsari No.25, Embong Kaliasin, Kec. Genteng, Surabaya, Jawa Timur 60271","Nasi Goreng Pak Kumis di Surabaya adalah sebuah tempat yang terkenal dengan nasi gorengnya yang lezat dan menggugah selera. Terletak di pusat kota Surabaya, tempat ini telah menjadi destinasi kuliner yang populer bagi pecinta nasi goreng. Menu utama dari tempat ini yaitu Nasi goreng serta mie goreng maupun nasi goreng krengsengan",-7.2733709,112.7443605
426,Nasi Pecel Bu Djoyo,Kuliner,Surabaya,"Jl. Pandegiling No.318A, Wonorejo, Kec. Tegalsari, Surabaya, Jawa Timur 60264","Sebuah warung makan simpel yang menyajikan hidangan nasi tradisional Jawa di area indoor ataupun outdoor yang nyaman. Nasi Pecel, hidangan yang berisi ragam jenis sayuran yang direbus lalu disajikan dengan siraman saus kacang yang menjadi ciri khasnya. Warung ini buka setiap hari namun hanya tiga jam mulai pukul 06.00 WIB hingga pukul 09.00 WIB. Terletak di Jalan Pandegiling No.318 A, warung ini memiliki cita rasa yang tidak berubah meski sudah digantikan oleh anak dan cucunya. Bumbu pecel yang memiliki warna pekat dengan rasa pedas yang pas.",-7.2744930,112.7296120
427,Pasar Malam Kodam Brawijaya,Kuliner,Surabaya,"Jl. Brawijaya, Sawunggaling, Kec. Wonokromo, Surabaya, Jawa Timur 60242","Pasar Malam Kodam Brawijaya adalah salah satu pasar malam yang terkenal di Surabaya, Indonesia. Terletak di area yang strategis, pasar malam ini menawarkan pengalaman yang seru dan menghibur bagi pengunjung dari segala usia.",-7.2998471,112.7213034
428,Rawon Pak Pangat ,Kuliner,Surabaya,"Lotus Regency, Jl. Ketintang Baru Sel. I No.15, Ketintang, Kec. Gayungan, Surabaya, Jawa Timur 60235","Rawon Pak Pangat adalah sebuah tempat makan yang terkenal di Surabaya, Indonesia, yang mengkhususkan diri dalam hidangan rawon yang lezat dan autentik. Terletak di lokasi yang strategis, tempat ini telah menjadi favorit di kalangan pecinta kuliner dan penggemar hidangan Jawa Timur. Rawon Pak Pangat menawarkan hidangan rawon yang khas dengan kuah yang pekat dan berwarna hitam, disertai dengan daging sapi yang empuk. Rempah-rempah yang khas dan bumbu-bumbu tradisional memberikan cita rasa yang kaya dan nikmat. Rawon mereka juga memiliki keunggulan dalam penyajian yang menghasilkan aroma yang menggugah selera.",-7.3247411,112.7228658
429,Rawon Setan,Kuliner,Surabaya,"Jl. Embong Malang No.78/I, Genteng, Kec. Genteng, Surabaya, Jawa Timur 60261","Rawon Setan adalah tempat makan yang terkenal di Surabaya, Indonesia, yang dikenal dengan hidangan rawon yang khas dan memiliki tingkat kepedasan yang ekstra pedas. Terletak di lokasi yang strategis, tempat ini telah menjadi tujuan favorit bagi pecinta makanan pedas dan penggemar kuliner Jawa Timur. Rawon Setan terkenal karena rawonnya yang kaya akan rempah-rempah, dengan kuah hitam yang pekat dan gurih. Hidangan ini biasanya disajikan dengan daging sapi empuk yang telah direndam dalam bumbu-bumbu khusus. Yang membedakan Rawon Setan dari tempat lain adalah tingkat kepedasan yang sangat pedas, sesuai dengan namanya yang berarti ""Setan"" dalam bahasa Indonesia.",-7.2591553,112.7303212
430,Rujak CIngur dan Sop Buntut Genteng Durasim,Kuliner,Surabaya,"Jl. Genteng Durasim No.29, RT.001/RW.05, Genteng, Kec. Genteng, Surabaya, Jawa Timur 60275","Rumah makan simpel yang sudah lama berdiri dengan sup buntut dan salad unik khas Surabaya. Warung rujak cingur legendaris ini sudah berdiri sejak tahun 1943. Meskipun sudah lebih dari 70 tahun berlalu, rujak cingur yang satu ini tidak pernah sepi pengunjung. Setiap hari selalu ada saja yang penasaran ingin mencicipi kelezatan rujak cingurnya serta banyak pelanggan yang tidak pernah bosan menyantap rujak cingur di tempat ini. Terdapat satu keunikan yang membedakan Rujak Cingur Genteng Durasim dengan rujak cingur lainnya di Kota Pahlawan. Konon cobek yang digunakan untuk menghaluskan petis dan bumbu kacang rujak sudah berusia 80 tahun. Selain menu favorit yang telah disebutkan (sop buntut), tersedia juga menu berikut yang tentunya tak kalah nikmat seperti the legend tail soup rujak cingur, nasi campur empal, dan es degan. Bagi wisatawan yang mencari pengalaman kuliner di Surabaya dengan tidak menguras kantong bisa mencoba mengunjungi tempat ini. Beroperasi setiap hari mulai pukul 11.00-17.00 WIB dan biasanya hari minggu di minggu ke-4 Tutup.",-7.2577148,112.7379730
431,Sate Ayam dan Gule Pak Romli,Kuliner,Surabaya,"Komp. AURI, Kenjeran, Kec. Bulak, Surabaya, Jawa Timur 60134","Sate Ayam dan Gule Pak Romli adalah tempat makan yang terkenal di Surabaya, Indonesia, yang khusus menghidangkan sate ayam dan gule yang lezat. Terletak di lokasi yang strategis, tempat ini telah menjadi favorit bagi para pecinta kuliner yang ingin mencicipi hidangan tradisional Jawa Timur dengan cita rasa autentik. Sate Ayam dan Gule Pak Romli menawarkan sate ayam yang dipanggang dengan sempurna, memiliki cita rasa yang gurih dan daging ayam yang lembut. Sate-sate ini biasanya disajikan dengan bumbu kacang yang khas dan disertai dengan nasi hangat serta lontong sebagai pelengkap. Kelezatan sate ayam Pak Romli telah menjadi buah bibir di kalangan warga Surabaya.",-7.2497813,112.7902909
432,Sate Klopo Ondomohen Bu Asih,Kuliner,Surabaya,"Jl. Walikota Mustajab No.36, RT.001/RW.05, Ketabang, Kec. Genteng, Surabaya, Jawa Timur 60272","Warung Sate Klopo Ondomohen Bu Asih merupakan warung yang beroperasi sejak tahun 1945 atau tahun kemerdekaan Indonesia. Kuliner legendaris khas Kota Pahlawan ini dapat ditemui di Jalan Walikota Mustajab No. 36, Surabaya. Dahulu kawasan ini bernama Jalan Ondomahen. Seporsi sate klopo nya nan melegenda diolah menggunakan aneka bagian daging ayam dan daging sapi yang dibakar bersama kelindan bumbu kacang nan menggugah selera. Disebut sate klopo, sebab sebelum dibakar, tiap tusuk sate nya bakal dilumuri bumbu kelapa parut yang telah disangrai menyerupai serundeng. Proses pembakaran membuat kuliner dengan baluran bumbu kelapa nan khas ini memiliki cita rasa yang begitu istimewa.",-7.2599804,112.7442846
433,Sego Sambel LAA JJ,Kuliner,Surabaya,"Jl. Joyoboyo, Sawunggaling, Kec. Wonokromo, Surabaya, Jawa Timur 60242","Sego Sambel LAA JJ adalah sebuah tempat makan yang terkenal di Surabaya, Indonesia, yang mengkhususkan diri dalam hidangan Sego Sambel yang pedas dan lezat. Terletak di lokasi yang strategis, tempat ini telah menjadi favorit bagi para pecinta makanan pedas dan penggemar kuliner khas Jawa Timur. Sego Sambel LAA JJ menyajikan hidangan utama yang terdiri dari nasi putih, sambel pedas yang khas, serta aneka lauk pauk seperti ayam goreng, ikan goreng, tempe, tahu, dan telur. Sambel yang disajikan memiliki rasa yang kaya, pedas, dan sedikit manis, memberikan sensasi yang membangkitkan selera.",-7.3004877,112.7275516
434,Sego Sambel Mak Yeye,Kuliner,Surabaya,"Jl. Jagir Wonokromo Wetan No.10, Jagir, Kec. Wonokromo, Surabaya, Jawa Timur 60244","Mak Yeye adalah penyetan legendaris yang ada sejak tahun 1982. Kuliner ini ada di pinggir Jalan Jagir No 12 Wonokromo Wetan, tepatnya di sebelah utara Gedung Darmo Trade Centre (DTC). Meski legendaris, warung ini ini berdiri dengan cukup sederhana, seperti warung kaki lima lainnya. Yang membuat keistimewaan dari Sego Sambal Mak Yeye adalah sambalnya yang terbuat dari ulekan tomat, cabai, terasi, bawang putih, bawang merah dan garam. Untuk yang tidak terlalu suka pedas, sebaiknya bilang lebih awal agar sambal bisa ditambah gula supaya sedikit lebih manis. Sebagai pelengkap, es teh manis sudah seperti minuman wajib pada segala macam makanan.",-7.3013194,112.7354618
435,Sentra UKM dan Kuliner Penjaringan Sari,Kuliner,Surabaya,"Jl. Raya Pandugo No.36, Penjaringan Sari, Kec. Rungkut, Surabaya, Jawa Timur 60297",Sentra PKL Penjaringansari adalah pusat penjualan makanan yang terletak di Kelurahan Penjaringansari dekat Rusun Penjaringansari. Sentra ini dibangun oleh Pemkot Surabaya dan pengelolaannya dilakukan oleh LKMK Kelurahan Penjaringansari. Ada sekitar 50 stand makanan dengan harga terjangkau dan tempat yang nyaman. Jam operasional Sentra kuliner ini mulai dari pukul 17.00-21.00 WIB.,-7.321576,112.784105
436,Sentra Wisata Kuliner Babat Jerawat,Kuliner,Surabaya,"Jl. Raya Babat Jerawat No.1, Babat Jerawat, Kec. Pakal, Surabaya, Jawa Timur 60199","Surabaya memiliki banyak tempat wisata kuliner dan semua bertebaran di berbagai sudut kota Surabaya. Salah satunya adalah sentra wisata kuliner babat jerawat yang terletak di Jl. Raya Babat Jerawat No.1, Babat Jerawat, Kec. Pakal, Kota SBY. Tersedia dengan lapangan parkir yang luas, kolam pancing, dan di samping sentra ada taman bermain untuk anak yang bisa dikunjungi bernama taman pakal.",-7.240234,112.624934
437,Sentra Wisata Kuliner Balas Klumprik,Kuliner,Surabaya,"MM9R+XJ6, Unnamed Road, Balas Klumprik, Wiyung, Surabaya, East Java 60222","Tahura atau taman hutan kota Balasklumprik merupakan salah satu hutan raya di kota Surabaya. Pasalnya, di Tahura ini juga terdapat sentra kuliner. Nama sentra kuliner ini adalah sentra wisata kuliner balas klumprik, terletak di Balas Klumprik, Wiyung, Surabaya. Jika mengunjungi hutan kota Balas Klumprik, wisatawan dapat menikmati waktu istirahat di sentra ini karena di tempat ini menyediakan berbagai makanan dan minuman serta fasilitas yang memadai seperti toilet, wastafel, dan lahan parkir.",-7.330079,112.69151
438,Sentra Wisata Kuliner Bentul,Kuliner,Surabaya,"Jl. Bentul I, Jagir, Kec. Wonokromo, Surabaya, Jawa Timur 60244","Sentra Wisata Kuliner Bentul merupakan sentra kuliner yang dulunya hanya bangunan yang terbuat dari bambu dan sekarang sudah ditata seperti pujasera. Tempatnya yang rapi berjajar dan bersih memberikan nuansa yg berbeda dengan tempat yang lama. Tersedia bermacam makanan dan minuman mulai dari sate, nasgor, mie ayam, Es degan, STMJ, kopi, dll dengan harga standar kaki lima. Untuk tempat parkiran juga tersedia dan tertata dengan rapi. Beroperasi setiap hari mulai pukul 09.00 pagi hingga 20.00 malam WIB.",-7.305645,112.741971
439,Sentra Wisata Kuliner Bratang Binangun,Kuliner,Surabaya,"Jl. Raya Manyar No.80A, Baratajaya, Kec. Gubeng, Surabaya, Jawa Timur 60284","Wisata Kuliner Bratang Binangun berada di jalan raya manyar no.80 A Surabaya, Wisata kukiner bratang binangun menyediakan makanan siap saji dengan tempat yang strategis dan harga terjangkau. Pengunjung di Sentra kuliner Bratang tidak akan kecewa, dengan suguhan musik live ke para pengunjung. Mulai sajian makanan dan minuman rasa, tinggal pesan langsung antar di meja. Setiap hari Sabtu dan Senin biasanya akan ada live musik dipandu MC senior Mr Ogris Mbah Dempo dan didampingi para musisi handal.. Sentra Kuliner Bratang Binangun menyajikan pilihan-pilihan makanan mulai dari Mie Ayam, gule kacang hijau, lontong kikil sapi, bakso kikil sapi, bebek goreng srundeng, ayam kampung srundeng, nasi soto daging, bebek goreng. Bahkan segala aneka minuman rasa mulai es jus dan kopi serta segala macam es buah. Tempatnya luas, cukup bersih, dan pengunjung dapat memilih lokasi duduk dekat kipas atau yang tanpa atap biar lebih sejuk.",-7.297655,112.761424
440,Sentra Wisata Kuliner Convention Hall,Kuliner,Surabaya,"Jl. Arief Rahman Hakim No.131, Keputih, Kec. Sukolilo, Surabaya, Jawa Timur 60117","Sentra Kuliner Ala Cafe di Convention Hall Arif Rahman Hakim Surabaya. Sentra Kuliner CH ini merupakan hasil kerja sama Pemerintah Kota Surabaya bersama Universitas Ciputra. Tempat makan yang dibuat bersih dan nyaman, serta toilet yang tidak kalah nyaman dengan toilet di mall. Yang menarik dari Sentra Wisata Kuliner Convention Hall ini tidak hanya menjajakan beragam makanan dan minuman. Tetapi juga ada stan khusus memasarkan handycraft hasil kerajinan warga. Total ada 46 buah rombong, 46 unit meja dan kursi serta delapan tempat sampah.",-7.289351,112.78347
441,Sentra Wisata Kuliner Deles Merr,Kuliner,Surabaya,"Jl. Arief Rahman Hakim No.14, Keputih, Kec. Sukolilo, Surabaya, Jawa Timur 60117","Arena Wisata Kuliner Deles yang terletak di Kelurahan Klampis Ngasem, Kecamatan Sukolilo, Surabaya, Jawa Timur, kini merupakan salah satu tempat yang amat diminati oleh warga, baik dalam kota maupun luar kota. Salah satu tempat sentra kuliner yang terbentuk sebagai kompensasi pembangunan jalan MERR (Midle East Ring Road) 2 C (Ir. Soekarno) pada tahun 2000 silam. Sentra kuliner ini menyediakan berbagai macam makanan pedagang kaki lima dengan harga yang sepadan dan terjangkau. Beroperasi setiap hari dengan waktu buka mulai pukul 10.00 - 23.00 WIB.",-7.290658,112.783866
442,Sentra Wisata Kuliner Dharmahusada,Kuliner,Surabaya,"Pojok Timur, Jl. Dharmahusada, Mulyorejo, Kec. Mulyorejo, Surabaya, Jawa Timur 60285","Sentra wisata kuliner ini memiliki jam operasional yang sedikit lebih lama diantara sentra kuliner lainnya di Kota Surabaya yaitu dengan waktu buka mulai dari pukul 7 pagi hingga tepat tengah malam atau pukul 00.00 WIB. Seperti swk lain, tempat ini merupakan pusat makanan kaki lima berbentuk pujasera, sebuah tempat makan yang terdiri dari gerai-gerai makanan yang menawarkan aneka menu yang variatif. Mulai dari soto, bubur, penyetan, ikan, dll.",-7.268315,112.774183
443,Sentra Wisata Kuliner Dharmawangsa,Kuliner,Surabaya,"PQM4+3FF, Jl. Dharmawangsa, Airlangga, Kec. Gubeng, Surabaya, Jawa Timur 60286","Sentra wisata kuliner dharmawangsa merupakan tempat pujasera yang terletak di kecamatan Gubeng, Surabaya. Salah satu sentra kuliner yg berada di sebelah barat RS Soetomo Surabaya, atao tepatnya sebelah utara lapangan hockey. Tempat ini buka detiap hari dan dengan jam operasional seperti sentra kuliner lain pagi hingga malam. Menyediakan banyak pilihan makanan dengan kebersihan tempat yang terjaga serta fasilitas seperti mini musholla dan free WiFi. Makanan yang dijual disini ada soto ayam , soto daging , bakso , nasi campur , nasi pecel , nasi rawon , kopi ,teh , air mineral dll.",-7.267334,112.756178
444,Sentra Wisata Kuliner Embong Sawo,Kuliner,Surabaya,"Jl. Embong Sawo No.18, RT.002/RW.03, Embong Kaliasin, Kec. Genteng, Surabaya, Jawa Timur 60271","Sentra Kuliner Binaan Pemkot Surabaya yang dimana pedagang relokasi dari ""PKL Rizky binaan RW III gang Tembusan Jl. Embong Wungu ke Jl. Embong Sawo"" pada Maret tahun 2020. Sentra Wisata Kuliner Embong Sawo Surabaya merupakan tempat makannya kawula muda dengan banyak varian makanan dan tentunya dengan harga yang terjangkau. Beroperasi setiap hari mulai pukul 07.00-17.30 WIB. Seperti tempat sentra kuliner lain di Surabaya, disini  menyediakan berbagai macam menu makanan dan minuman seperti makanan berat hingga camilan dan berbagai macam kopi hingga crofel.",-7.266711,112.742404
445,Sentra Wisata Kuliner Gayungan,Kuliner,Surabaya,"Jl. Masjid Al-AkbarTimur No.6, Gayungan, Kec. Gayungan, Surabaya, Jawa Timur 60234","Kota Surabaya Surabaya memiliki beberapa Sentra Wisata Kuliner Surabaya yang selalu di buru para wisatawan. Di sentra kuliner tersebut terdapat berbagai makanan yang menjadi khas kuliner Surabaya. Sentra Wisata Kuliner Surabaya merupakan tempat berkumpulnya para pedagang makanan yang di fasiltasi pemerintah Kota Surabaya. Dulunya, para pedagang makanan ini merupakan PKL liar yang berjualan di pinggir-pinggir jalan. Salah satunya adalah Sentra PKL Gayungan. Letaknya ada di kawasan Masjid Agung Surabaya menjadikan sentra PKL yang satu ini tak kalah ramai dengan sentra-sentra PKL lainnya di Surabaya. Bisa dikatakan, area sentra PKL yang ini adalah yang paling ramai di Surabaya. Dari pagi hingga malam hari, Sentra PKL ini tak pernah kehilangan pengunjung.",-7.337722,112.716654
446,Sentra Wisata Kuliner Indrapura,Kuliner,Surabaya,"Jl. Indrapura No.1, Krembangan Sel., Kec. Krembangan, Surabaya, Jawa Timur 60175","Wisata kuliner yang berada di naungan Pemkot Surabaya ini terletak di jalan Bubutan, Krembangan, Surabaya dan dimodif dengan nuansa berbeda dengan Sentra Wisata Kuliner (SWK) lain di Kota Pahlawan, Surabaya. Salah satu yang membedakan adalah dari segi produk yang dijual. Di area dalam  wisata kuliner Indrapura, pedagang tidak hanya menjual masakan kulinernya saja, melainkan ada sejumlah pedagang yang menjual produk berupa gantungan kunci, batu akik, cincin akik, dan sejenisnya. Satu lokasi kental dengan penjualan masakan kuliner dan juga batu akik dengan muka bangunan wisata yang bertuliskan “Selamat Datang di Wisata Kuliner dan Batu Akik Indrapura. Selamat Menikmati,”",-7.2438000,112.7364090
447,Sentra Wisata Kuliner Jajar Tunggal,Kuliner,Surabaya,"Jl. Menganti Kramat 22 Wiyung, Jajar Tunggal, Kec. Wiyung, Surabaya, Jawa Timur 60322","Sebuah sentra kuliner yang ada disisi barat kota pahlawan dan terdapat banyak aneka makanan maupun minuman yang akan memudahkan pengunjungnya dalam memilih menu favoritnya. Tempatnya strategis yang berada dijalur utama dan dekat dengan pusat keramaian lainnya, serta memiliki tempat parkir yang lumayan luas. Di depan ada beberapa pohon besar sehingga terkesan asri dan sejuk walau dikunjungi pada siang hari. Makanan yang tersedia ada macam-macam sambelan ada bebek, ayam, ikan asap ada juga yang jual soto, gudeg, mie ayam, roti bakar, nasi goreng dan sebangsanya, mie kocok bandung, kacang ijo, dan ada juga iga bakar dan sup iga. Untuk minum ada teh, berbagai macam juice, berbagai macam kopi dan minuman lainnya.",-7.313488,112.700292
448,Sentra Wisata Kuliner Jambangan,Kuliner,Surabaya,"No.71A, Jl. Jambangan Kebon Agung, Jambangan, Surabaya, East Java 60232","Sentra wisata kuliner atau pusat wisata kuliner merupakan sebuah tempat yang mampu menyajikan dan menyediakan fasilitas dan aktivitas kuliner dalam rangka mewujudkan kebutuhan para wisatawan atau pengunjung. Sentra kuliner Jambangan ini merupakan sentra yang terletak di kampung Jambangan, kota Surabaya. Menyediakan berbagai makanan kaki lima dengan harga terjangkau. Sentra kuliner ini pernah meraih Penghargaan dari kementrian kesehatan Republik Indonesia sebagai Terbaik pertama sentra pangan jajanan / kantin kategori Instansi pemerintah.",-7.322998,112.714115
449,Sentra Wisata Kuliner Kandangan,Kuliner,Surabaya,"PMV4+2C3, Jl. Tengger Raya, Kandangan, Kec. Benowo, Surabaya, Jawa Timur 60199","Mencicipi kuliner khas di Kota Surabaya kini bisa lebih mudah dan murah.  Pemerintah Kota Surabaya tengah merancang sentra-sentra pedagang kaki lima (PKL) di kota tersebut masuk ke dalam peta wisata. Salah satunya adalah sentra kuliner kandangan yang terletak di kecamatan Benowo, Surabaya ini. Menyediakan fasilitas umum seperti parkiran, wifi, toilet, dan juga live music.",-7.257471,112.656019
450,Sentra Wisata Kuliner Kapas Krampung,Kuliner,Surabaya,"Jl. Raya Karang Asem No.58-60, Ploso, Kec. Tambaksari, Surabaya, Jawa Timur 60133","Kota Surabaya bukan saja dikenal dengan nama kota pahlawan. Kota terbesar kedua setelah Jakarta ini juga terkenal dengan kekayaan kulinernya. Salah satu sentra kuliner yang cukup representatif bisa kita jumpai dikawasan Kapas Krampung, yaitu Sentra Wisata Kuliner Kapas Krampung Surabaya, tepatnya di Jl. Karang Asem No 58-60. Wisata Kuliner Kapas Krampung ini menyediakan berbagai macam makanan dan minuman. Disana ada bakso, nasi goreng, kikil sapi, nasi pecel, nasi campur, mie goreng, capcay, fuyughai, koloke, teh, jus buah dan masih banyak lainnya.",-7.252636,112.767051
451,Sentra Wisata Kuliner Karah,Kuliner,Surabaya,"Jl. Karah Agung, Karah, Kec. Jambangan, Surabaya, Jawa Timur 60232","Sentra Wisata Kuliner Karah Surabaya merupakan sentra yang cukup besar dengan kapasitas penjual sekitar 38. menu makanan yang ada di SWK Karah ini terbilang cukup lengkap dengan menu minuman yang dapat dijumpai terdapat kopi, teh hangat, es campur, es mochtail sunrise, dan aneka jus. Sementara beberapa menu makanan di antaranya ada soto daging, bebek goreng Madura, roti bakar, soto daging, soto madura, soto ayam, lontong kikil, ayam panggang, bakso, nasi urap, gule sapi, rawon,lodeh, sop buntut, pecel ponorogo, dan sate.",-7.309439,112.719611
452,Sentra Wisata Kuliner Kembang Kuning,Kuliner,Surabaya,"PP9H+5H9, Jl. Kembang Kuning Makam, Pakis, Kec. Sawahan, Surabaya, Jawa Timur 60256","Sentra Wisata kuliner Kembang Kuning, tempat pujasera yang nyaman dan bersih ini terletak di Jl. Kembang Kuning Makam, Pakis, Kec. Sawahan, Surabaya. Menyediakan beberapa fasilitas umum seperti Free WiFi, Kamar mandi, dan juga parkiran yang cukup. Selain itu, makanan yang dijual cukup beragam mulai dari makanan berat hingga variasi minuman.",-7.282081,112.728978
453,Sentra Wisata Kuliner Ketintang,Kuliner,Surabaya,"MPQH+QQW, Jl. Raya Telkom, Ketintang, Kec. Gayungan, Surabaya, Jawa Timur","SWK Ketintang merupakan sentra kuliner yang tergolong baru karena baru saja diresmikan bertepatan dengan HUT Ke-77 RI pada hari Rabu tanggal 17 Agustus. Sentra kuliner itu tepat berada di depan halaman Kampus Institut Teknologi Telkom Surabaya (ITTS) Jalan Ketintang No.156, Surabaya sehingga lokasinya berdekatan dengan kampus, perkantoran, dan permukiman penduduk. SWK Ketintang tidak pernah sepi pengunjung sejak kali pertama diresmikan. Selain karena lokasi, hal itu diyakini karena infrastruktur bangunan yang bagus. Sentra kuliner ini dibangun dengan harapan dapat mengatasi banjir yang biasa terjadi di Jalan Ketintang Surabaya.",-7.3105130,112.7294520
454,Sentra Wisata Kuliner Klampis Ngasem,Kuliner,Surabaya,"Jl. Dr. Ir. H. Soekarno, Klampis Ngasem, Kec. Sukolilo, Surabaya, Jawa Timur 60117","Sentra kuliner ini terletak di surabaya timur tepatnya di jalur utama jl. Prof. Dr. Ir. Soekarno atau kalo di Surabaya lebih dikenal dengan jalan Merr. Berbagai aneka ragam masakan jawa timur lengkap sesuai selera ala surabaya yang pedas serta ada yang berkuah dan dengan citarasa khas surabaya. Tempat tidak terlalu luas namun cukup memadai dan ada tempat musholla yg bersih bagi muslim yg melaksanakan ibadah sholat cukup tenang dan nyaman. Menu makanan, minuman serta jajanan dan camilan bermacam-macam tinggal pilih dan ingin beli di tenant yang mana. Di tempat ini menyediakan live music dan terkadang hanya full musik.",-7.286987,112.780597
455,Sentra Wisata Kuliner Manukan lor,Kuliner,Surabaya,"Jl. Manukan Lor II, Manukan Kulon, Kec. Tandes, Surabaya, Jawa Timur 60185","SWK Manukan Lor terletak di kota Surabaya bagian barat. Lokasinya berada di pemukiman warga padat penduduk. Tepatnya beralamat di Jl. Manukan Lor II, Manukan Kulon, Kec. Tandes, Surabaya. Anda yang tertarik dengan menyanyi atau pun suka mendengarkan musik dangdut, dapat mencoba singgah sekaligus berwisata kuliner di tempat ini. Beberapa fasilitas pun bisa kita jumpai di sana seperti toilet, panggung musik mini, lapangan futsal, juga kursi plus meja tentunya untuk para pengunjung. Aneka makanan dan minuman ditawarkan disana seperti nasi penyet, sego ramen, bakso kotak, rujak cingur, masakan padang, dan masih banyak lainnya. Sementara itu, daftar menu untuk minuman diantaranya adalah es teh, kopi, jus, dan aneka minuman lainnya.",-7.259444,112.663345
456,Sentra Wisata Kuliner Sememi,Kuliner,Surabaya,"QJ5P+FFP, Jl. Sememi Kidul, Sememi, Kec. Benowo, Surabaya, Jawa Timur 60198","Sentra wisata kuliner sememi yang terletak di sememi kidul, Surabaya ini memiliki banyak tenant dan pilihan menu makanan kaki lima yang dapat dipilih mulai dari bubur ayam nusa indah, penyetan, nasi goreng, terang bulan, dll. Fasilitas yang tersedia adalah musholla, kamar mandi, dan WiFi. Tempatnya sedikit masuk ke dalam dari jalan raya besar dan di sekeliling tempat sentra ini terdapat pohon-pohon yang membuat suasana sedikit dingin.",-7.241273,112.636207
